Customers 20 
Coordinate X		 Coordinate Y 		Demand 
2.312365177921107  2.319032282093387  15.835596772854299  
-0.13086587281232553  -1.854779488906849  0.2994249116279604  
1.7514533340149994  4.5375030104287095  33.48375883846622  
2.042355047716402  0.7350165266033617  1.3658494316688623  
-0.6171538107637344  -4.69655173143818  1.714902716465386  
3.78047174249334  0.33248028995946477  26.289780374576722  
-4.627651134700075  4.294932905402947  2.4091889749065762  
3.0445857822473954  2.1750894072281373  0.8382679402980664  
3.280708224552111  -4.102483991103972  0.9918779241916698  
-1.3550878513768518  1.5740121371928764  1.9615495394859404  
0.901673306273949  2.6351615150331416  1.5024282198994126  
-4.068561125523948  -0.4757215612024783  2.029354805062587  
-3.677165522263277  -2.69462809498765  1.8558015281536289  
2.805022776110233  2.273080247593806  1.045551642321262  
-2.470448183126738  -2.5486427184265557  0.5170312235120422  
0.6192313659155246  4.729013886900358  0.8258445404787442  
-3.62771105687526  -1.6959445689455466  0.8523355618918336  
-2.9567555016197145  0.09507710959860471  1.4378919759128475  
0.21766199376400053  2.826809723279599  2.346227360537582  
0.4561278495934129  0.6082350918832908  0.27402242227178936  
